Invoice ID,Branch,Customer type,Gender,Product Catogry,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment
526-86-8552,Aljahra,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,25-Mar-22,17:36,Credit card
576-31-4774,Aljahra,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,29-Mar-22,13:10,Knet
755-12-3214,Aljahra,Member,Female,Health and beauty,44.22,5,11.055,232.155,31-Mar-22,17:07,Knet
156-95-3964,Hawally,Normal,Female,Food and beverages,55.39,4,11.078,232.638,25-Mar-22,15:19,Knet
787-87-2010,Hawally,Member,Female,Health and beauty,55.5,4,11.1,233.1,30-Mar-22,15:48,Knet
554-53-3790,Farwaniya,Normal,Male,Sports and travel,37.02,6,11.106,233.226,02-Mar-22,18:33,Knet
447-15-7839,Hawally,Member,Female,Sports and travel,22.24,10,11.12,233.52,20-Mar-22,11:00,Credit card
162-48-8011,Hawally,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,31-Mar-22,15:10,Credit card
848-62-7243,Hawally,Normal,Male,Health and beauty,24.89,9,11.2005,235.2105,30-Mar-22,15:36,Knet
151-27-8496,Aljahra,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,23-Mar-22,11:43,Knet
609-81-8548,Hawally,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,30-Mar-22,13:55,Knet
256-08-8343,Hawally,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,01-Mar-22,19:48,Knet
149-14-0304,Aljahra,Member,Female,Health and beauty,28.5,8,11.4,239.4,02-Mar-22,14:24,Knet
801-88-0346,Aljahra,Normal,Female,Health and beauty,76.06,3,11.409,239.589,29-Mar-22,20:30,Credit card
857-67-9057,Farwaniya,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,31-Mar-22,19:20,Credit card
542-41-0513,Farwaniya,Member,Female,Electronic accessories,57.49,4,11.498,241.458,30-Mar-22,11:57,Knet
271-77-8740,Aljahra,Member,Female,Sports and travel,29.22,8,8.766,242.526,26-Mar-22,01:04,Knet
284-34-9626,Farwaniya,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,31-Mar-22,10:39,Knet
809-46-1866,Hawally,Normal,Male,Health and beauty,58.15,4,11.63,244.23,20-Mar-22,00:00,Knet
655-07-2265,Hawally,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,01-Mar-22,16:38,Knet
190-59-3964,Farwaniya,Member,Male,Food and beverages,47.16,5,11.79,247.59,31-Mar-22,14:35,Credit card
888-02-0338,Hawally,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,05-Mar-22,20:24,Credit card
110-05-6330,Aljahra,Normal,Female,Food and beverages,39.43,6,11.829,248.409,30-Mar-22,20:18,Knet
799-71-1548,Hawally,Member,Male,Electronic accessories,77.72,3,15.544,248.704,26-Mar-22,16:11,Knet
124-31-1458,Hawally,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,29-Mar-22,14:30,Knet
182-88-2763,Farwaniya,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,01-Mar-22,19:28,Knet
307-83-9164,Hawally,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,01-Mar-22,15:54,Knet
531-56-4728,Hawally,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,29-Mar-22,15:29,Credit card
133-77-3154,Farwaniya,Member,Male,Health and beauty,60.18,4,12.036,252.756,21-Mar-22,18:04,Credit card
777-82-7220,Farwaniya,Member,Male,Home and lifestyle,30.12,8,12.048,253.008,28-Mar-22,13:01,Knet
458-61-0011,Farwaniya,Normal,Male,Food and beverages,60.3,4,12.06,253.26,31-Mar-22,18:43,Knet
541-89-9860,Aljahra,Member,Female,Health and beauty,80.48,3,12.072,253.512,26-Mar-22,12:31,Knet
324-41-6833,Aljahra,Member,Female,Electronic accessories,30.2,8,12.08,253.68,05-Mar-22,11:01,Knet
845-51-0542,Farwaniya,Member,Male,Food and beverages,46.55,5,20.9475,253.6975,28-Mar-22,15:34,Knet
584-86-7256,Aljahra,Member,Male,Sports and travel,34.56,7,12.096,254.016,25-Mar-22,16:07,Credit card
565-67-6697,Farwaniya,Member,Male,Home and lifestyle,27,9,12.15,255.15,01-Mar-22,14:16,Credit card
195-06-0432,Hawally,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,27-Mar-22,12:55,Knet
360-39-5055,Aljahra,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,06-Mar-22,10:17,Knet
864-24-7918,Hawally,Member,Female,Sports and travel,24.49,10,12.245,257.145,30-Mar-22,07:01,Knet
793-10-3222,Farwaniya,Member,Female,Health and beauty,41.06,6,12.318,258.678,31-Mar-22,13:30,Knet
740-11-5257,Aljahra,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,01-Mar-22,16:44,Knet
826-58-8051,Farwaniya,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,23-Mar-22,19:46,Credit card
198-84-7132,Farwaniya,Member,Male,Health and beauty,40.61,6,18.2745,261.9345,08-Mar-22,13:40,Credit card
712-39-0363,Hawally,Member,Male,Food and beverages,41.66,6,12.498,262.458,28-Mar-22,01:04,Knet
636-17-0325,Farwaniya,Normal,Male,Health and beauty,62.57,4,12.514,262.794,01-Mar-22,18:37,Knet
307-85-2293,Farwaniya,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,31-Mar-22,13:58,Knet
574-80-1489,Aljahra,Member,Female,Food and beverages,62.85,4,12.57,263.97,16-Mar-22,13:22,Knet
740-22-2500,Aljahra,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,04-Mar-22,13:29,Knet
382-25-8917,Aljahra,Normal,Male,Health and beauty,42.08,6,12.624,265.104,21-Mar-22,12:25,Credit card
345-68-9016,Aljahra,Member,Female,Sports and travel,31.67,8,12.668,266.028,25-Mar-22,16:19,Credit card
449-16-6770,Hawally,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,07-Mar-22,07:22,Knet
288-38-3758,Aljahra,Member,Female,Health and beauty,84.87,3,12.7305,267.3405,28-Mar-22,18:30,Knet
470-32-9057,Hawally,Member,Male,Food and beverages,51.34,5,12.835,269.535,01-Mar-22,15:31,Knet
797-88-0493,Hawally,Normal,Female,Health and beauty,64.27,4,12.854,269.934,30-Mar-22,13:54,Knet
235-06-8510,Aljahra,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,01-Mar-22,20:59,Knet
592-46-1692,Aljahra,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,01-Mar-22,20:10,Credit card
539-21-7227,Farwaniya,Normal,Female,Sports and travel,51.54,5,12.885,270.585,04-Mar-22,15:04,Credit card
852-82-2749,Hawally,Normal,Male,Sports and travel,64.59,4,12.918,271.278,31-Mar-22,13:35,Knet
875-46-5808,Farwaniya,Member,Male,Health and beauty,25.9,10,12.95,271.95,01-Mar-22,14:51,Knet
211-05-0490,Aljahra,Member,Female,Electronic accessories,51.92,5,12.98,272.58,01-Mar-22,13:42,Knet
238-49-0436,Hawally,Normal,Male,Health and beauty,32.46,8,12.984,272.664,23-Mar-22,13:48,Knet
440-59-5691,Aljahra,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,01-Mar-22,13:12,Knet
342-65-4817,Aljahra,Member,Male,Health and beauty,86.8,3,13.02,273.42,18-Mar-22,16:47,Credit card
641-96-3695,Aljahra,Member,Female,Health and beauty,43.46,6,13.038,273.798,29-Mar-22,17:55,Credit card
472-15-9636,Hawally,Normal,Male,Home and lifestyle,50.93,5,20.372,275.022,01-Mar-22,19:36,Knet
380-94-4661,Aljahra,Member,Male,Electronic accessories,65.94,4,13.188,276.948,20-Mar-22,13:05,Knet
468-88-0009,Hawally,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,15-Mar-22,10:29,Knet
371-85-5789,Farwaniya,Normal,Male,Health and beauty,87.98,3,13.197,277.137,22-Mar-22,10:40,Knet
562-12-5430,Hawally,Member,Female,Health and beauty,88.15,3,13.2225,277.6725,24-Mar-22,10:11,Knet
568-90-5112,Aljahra,Normal,Male,Health and beauty,66.14,4,13.228,277.788,21-Mar-22,12:46,Credit card
549-59-1358,Hawally,Member,Male,Sports and travel,88.63,3,13.2945,279.1845,25-Mar-22,17:36,Credit card
720-72-2436,Hawally,Normal,Male,Food and beverages,66.52,4,13.304,279.384,04-Mar-22,04:22,Knet
343-61-3544,Farwaniya,Member,Female,Sports and travel,26.67,10,13.335,280.035,01-Mar-22,11:48,Knet
670-71-7306,Farwaniya,Normal,Male,Sports and travel,44.63,6,13.389,281.169,07-Mar-22,20:08,Knet
882-40-4577,Hawally,Member,Male,Sports and travel,67.26,4,13.452,282.492,01-Mar-22,15:28,Knet
597-78-7908,Aljahra,Normal,Male,Health and beauty,90.22,3,13.533,284.193,26-Mar-22,19:39,Knet
832-51-6761,Hawally,Normal,Male,Food and beverages,33.88,8,13.552,284.592,01-Mar-22,20:29,Credit card
316-01-3952,Hawally,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,01-Mar-22,14:16,Credit card
239-36-3640,Farwaniya,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,29-Mar-22,13:44,Knet
400-80-4065,Aljahra,Member,Male,Health and beauty,68.55,4,13.71,287.91,24-Mar-22,06:22,Knet
425-85-2085,Farwaniya,Member,Male,Health and beauty,54.86,5,13.715,288.015,30-Mar-22,16:48,Knet
824-88-3614,Aljahra,Normal,Male,Health and beauty,34.31,8,13.724,288.204,30-Mar-22,15:00,Knet
430-02-3888,Farwaniya,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,21-Mar-22,15:55,Knet
131-70-8179,Hawally,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,02-Mar-22,02:22,Credit card
235-46-8343,Aljahra,Member,Male,Food and beverages,27.66,10,13.83,290.43,29-Mar-22,11:26,Credit card
244-08-0162,Farwaniya,Normal,Female,Health and beauty,34.21,8,17.105,290.785,31-Mar-22,13:00,Knet
191-10-6171,Farwaniya,Normal,Female,Health and beauty,39.62,7,13.867,291.207,04-Mar-22,13:18,Knet
458-41-1477,Aljahra,Normal,Female,Health and beauty,46.26,6,13.878,291.438,19-Mar-22,17:11,Knet
848-07-1692,Farwaniya,Normal,Female,Health and beauty,57.22,5,5.722,291.822,01-Mar-22,17:13,Knet
302-15-2162,Aljahra,Member,Male,Health and beauty,46.53,6,13.959,293.139,29-Mar-22,10:54,Knet
593-65-1552,Aljahra,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,30-Mar-22,20:50,Credit card
789-23-8625,Farwaniya,Member,Male,Health and beauty,93.22,3,13.983,293.643,30-Mar-22,11:45,Credit card
689-16-9784,Aljahra,Normal,Male,Food and beverages,46.77,6,14.031,294.651,30-Mar-22,13:37,Knet
144-51-6085,Hawally,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,25-Mar-22,16:05,Knet
409-49-6995,Aljahra,Member,Female,Food and beverages,47.27,6,14.181,297.801,31-Mar-22,10:17,Knet
319-74-2561,Hawally,Member,Female,Electronic accessories,94.64,3,14.196,298.116,26-Mar-22,16:55,Knet
427-45-9297,Farwaniya,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,04-Mar-22,11:01,Knet
263-87-5680,Aljahra,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,02-Mar-22,17:38,Credit card
189-08-9157,Aljahra,Normal,Female,Health and beauty,31.73,9,14.2785,299.8485,01-Mar-22,16:17,Credit card
785-96-0615,Farwaniya,Member,Female,Electronic accessories,35.74,8,14.296,300.216,30-Mar-22,15:28,Knet
408-66-6712,Hawally,Member,Female,Health and beauty,47.71,6,14.313,300.573,23-Mar-22,14:19,Knet
847-38-7188,Farwaniya,Normal,Female,Food and beverages,96.68,3,14.502,304.542,02-Mar-22,19:56,Knet
585-11-6748,Farwaniya,Member,Male,Sports and travel,96.8,3,14.52,304.92,16-Mar-22,13:05,Knet
364-34-2972,Aljahra,Member,Male,Electronic accessories,96.82,3,14.523,304.983,23-Mar-22,20:37,Knet
130-67-4723,Hawally,Member,Male,Food and beverages,48.5,6,14.55,305.55,30-Mar-22,13:57,Credit card
308-81-0538,Hawally,Normal,Female,Health and beauty,73.05,4,14.61,306.81,31-Mar-22,17:16,Credit card
274-05-5470,Aljahra,Member,Female,Food and beverages,73.47,4,14.694,308.574,31-Mar-22,18:30,Knet
647-50-1224,Hawally,Normal,Female,Health and beauty,29.42,10,14.71,308.91,02-Mar-22,13:04,Knet
210-67-5886,Aljahra,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,01-Mar-22,10:41,Knet
269-04-5750,Farwaniya,Member,Male,Health and beauty,73.82,4,14.764,310.044,30-Mar-22,18:31,Knet
326-71-2155,Aljahra,Normal,Female,Sports and travel,73.95,4,14.79,310.59,30-Mar-22,10:02,Knet
370-96-0655,Aljahra,Normal,Female,Health and beauty,49.32,6,14.796,310.716,30-Mar-22,13:46,Credit card
695-09-5146,Farwaniya,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,01-Mar-22,20:00,Credit card
846-10-0341,Hawally,Normal,Female,Health and beauty,42.57,7,14.8995,312.8895,19-Mar-22,11:51,Knet
221-25-5073,Hawally,Normal,Female,Food and beverages,74.66,4,14.932,313.572,15-Mar-22,10:39,Knet
459-45-2396,Hawally,Member,Female,Food and beverages,99.6,3,14.94,313.74,26-Mar-22,18:45,Knet
420-04-7590,Farwaniya,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,31-Mar-22,11:29,Knet
153-58-4872,Aljahra,Member,Female,Food and beverages,74.89,4,14.978,314.538,30-Mar-22,15:32,Knet
558-60-5016,Hawally,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,26-Mar-22,15:27,Credit card
685-64-1609,Hawally,Member,Female,Health and beauty,30.14,10,15.07,316.47,20-Mar-22,12:28,Credit card
728-88-7867,Aljahra,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,31-Mar-22,15:52,Knet
785-13-7708,Farwaniya,Normal,Male,Food and beverages,73.06,4,25.571,317.811,27-Mar-22,19:06,Knet
811-35-1094,Farwaniya,Member,Female,Electronic accessories,50.45,6,15.135,317.835,28-Mar-22,15:16,Knet
288-62-1085,Hawally,Member,Male,Health and beauty,38.54,8,9.635,317.955,06-Mar-22,13:34,Knet
853-23-2453,Farwaniya,Member,Male,Health and beauty,75.74,4,15.148,318.108,01-Mar-22,14:35,Knet
827-26-2100,Hawally,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,14-Mar-22,16:21,Credit card
588-01-7461,Aljahra,Normal,Female,Food and beverages,33.98,9,15.291,321.111,01-Mar-22,10:43,Credit card
291-21-5991,Farwaniya,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,31-Mar-22,14:28,Knet
796-32-9050,Hawally,Normal,Male,Food and beverages,51.28,6,15.384,323.064,07-Mar-22,16:31,Knet
434-83-9547,Aljahra,Member,Male,Food and beverages,38.47,8,15.388,323.148,31-Mar-22,11:51,Knet
563-91-7120,Hawally,Normal,Female,Health and beauty,61.77,5,15.4425,324.2925,07-Mar-22,13:21,Knet
220-68-6701,Hawally,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,23-Mar-22,15:01,Knet
443-82-0585,Hawally,Member,Female,Health and beauty,77.68,4,15.536,326.256,04-Mar-22,19:54,Credit card
129-29-8530,Hawally,Member,Male,Sports and travel,62.62,5,15.655,328.755,25-Mar-22,19:15,Credit card
118-62-1812,Aljahra,Member,Female,Home and lifestyle,78.38,4,15.676,329.196,30-Mar-22,17:56,Knet
146-09-5432,Hawally,Member,Male,Food and beverages,35.04,9,15.768,331.128,16-Mar-22,19:17,Knet
110-48-7033,Farwaniya,Member,Male,Health and beauty,32.62,10,6.524,332.724,16-Mar-22,14:12,Knet
608-27-6295,Farwaniya,Member,Male,Electronic accessories,52.89,6,15.867,333.207,12-Mar-22,17:34,Knet
727-17-0390,Hawally,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,01-Mar-22,12:43,Knet
477-59-2456,Aljahra,Normal,Female,Health and beauty,45.44,7,15.904,333.984,31-Mar-22,11:15,Credit card
843-01-4703,Farwaniya,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,24-Mar-22,19:50,Credit card
374-38-5555,Farwaniya,Normal,Female,Health and beauty,63.71,5,15.9275,334.4775,24-Mar-22,04:00,Knet
101-17-6199,Hawally,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,01-Mar-22,19:44,Knet
787-56-0757,Aljahra,Member,Female,Food and beverages,80.36,4,16.072,337.512,05-Mar-22,18:45,Knet
246-55-6923,Aljahra,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,01-Mar-22,15:06,Knet
676-39-6028,Hawally,Member,Female,Electronic accessories,64.44,5,16.11,338.31,26-Mar-22,17:04,Knet
725-56-0833,Hawally,Normal,Female,Health and beauty,32.32,10,16.16,339.36,23-Mar-22,16:49,Credit card
271-88-8734,Aljahra,Member,Female,Health and beauty,97.21,3,48.605,340.235,05-Mar-22,13:00,Credit card
631-41-3108,Hawally,Normal,Male,Home and lifestyle,46.33,7,16.2155,340.5255,02-Mar-22,13:23,Knet
815-04-6282,Aljahra,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,30-Mar-22,12:52,Knet
834-25-9262,Aljahra,Normal,Female,Health and beauty,81.68,4,16.336,343.056,30-Mar-22,12:12,Knet
810-60-6344,Aljahra,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,30-Mar-22,14:38,Knet
642-30-6693,Farwaniya,Normal,Female,Sports and travel,54.51,6,16.353,343.413,25-Mar-22,03:30,Knet
246-11-3901,Aljahra,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,16-Mar-22,12:12,Credit card
895-03-6665,Farwaniya,Normal,Female,Health and beauty,36.51,9,16.4295,345.0195,06-Mar-22,10:52,Credit card
289-15-7034,Hawally,Member,Male,Sports and travel,82.33,4,16.466,345.786,28-Mar-22,10:37,Knet
490-95-0021,Farwaniya,Member,Female,Food and beverages,33.21,10,16.605,348.705,30-Mar-22,14:25,Knet
498-41-1961,Farwaniya,Normal,Male,Health and beauty,66.68,5,16.67,350.07,31-Mar-22,18:01,Knet
803-83-5989,Aljahra,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,01-Mar-22,10:55,Knet
563-47-4072,Farwaniya,Normal,Female,Health and beauty,55.81,6,16.743,351.603,31-Mar-22,11:52,Knet
422-29-8786,Hawally,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,22-Mar-22,16:47,Credit card
566-19-5475,Farwaniya,Normal,Male,Health and beauty,47.97,7,16.7895,352.5795,24-Mar-22,20:52,Credit card
149-15-7606,Farwaniya,Member,Male,Sports and travel,37.32,9,16.794,352.674,20-Mar-22,15:31,Knet
598-47-9715,Aljahra,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,29-Mar-22,16:54,Knet
741-73-3559,Farwaniya,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,11-Mar-22,17:27,Knet
783-09-1637,Farwaniya,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,30-Mar-22,18:13,Knet
134-54-4720,Farwaniya,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,01-Mar-22,13:58,Knet
283-79-9594,Farwaniya,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,31-Mar-22,13:30,Credit card
505-02-0892,Farwaniya,Member,Male,Health and beauty,42.57,8,17.028,357.588,04-Mar-22,14:12,Credit card
701-69-8742,Farwaniya,Normal,Male,Sports and travel,34.37,10,17.185,360.885,30-Mar-22,10:11,Knet
500-02-2261,Aljahra,Normal,Female,Food and beverages,57.29,6,17.187,360.927,02-Mar-22,03:22,Knet
355-53-5943,Aljahra,Member,Male,Electronic accessories,68.84,5,17.21,361.41,07-Mar-22,14:36,Knet
894-41-5205,Aljahra,Normal,Female,Food and beverages,43.18,8,17.272,362.712,30-Mar-22,19:39,Knet
234-36-2483,Farwaniya,Normal,Male,Health and beauty,57.59,6,17.277,362.817,23-Mar-22,13:51,Knet
692-27-8933,Farwaniya,Normal,Female,Sports and travel,57.95,6,17.385,365.085,30-Mar-22,18:00,Credit card
509-29-3912,Hawally,Member,Female,Sports and travel,38.72,9,17.424,365.904,25-Mar-22,12:24,Credit card
212-62-1842,Hawally,Normal,Male,Food and beverages,58.26,6,17.478,367.038,30-Mar-22,16:44,Knet
249-42-3782,Hawally,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,09-Mar-22,11:36,Knet
468-99-7231,Aljahra,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,27-Mar-22,17:36,Knet
725-67-2480,Hawally,Member,Female,Health and beauty,58.75,6,17.625,370.125,05-Mar-22,18:14,Knet
731-14-2199,Hawally,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,18-Mar-22,13:34,Knet
889-04-9723,Farwaniya,Member,Female,Food and beverages,89.14,4,17.828,374.388,04-Mar-22,12:20,Credit card
397-25-8725,Hawally,Member,Female,Health and beauty,39.62,9,17.829,374.409,30-Mar-22,17:54,Credit card
420-11-4919,Aljahra,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,31-Mar-22,19:57,Knet
533-66-5566,Farwaniya,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,28-Mar-22,11:42,Knet
600-38-9738,Aljahra,Member,Male,Sports and travel,71.92,5,17.98,377.58,30-Mar-22,15:05,Knet
834-61-8124,Hawally,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,01-Mar-22,18:22,Knet
484-22-8230,Aljahra,Member,Female,Health and beauty,51.89,7,18.1615,381.3915,26-Mar-22,05:30,Knet
299-29-0180,Farwaniya,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,07-Mar-22,10:54,Credit card
608-96-3517,Farwaniya,Member,Female,Health and beauty,91.54,4,18.308,384.468,24-Mar-22,19:20,Credit card
775-72-1988,Farwaniya,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,31-Mar-22,15:05,Knet
493-65-6248,Aljahra,Member,Female,Sports and travel,36.98,10,18.49,388.29,19-Mar-22,19:48,Knet
658-66-3967,Aljahra,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,30-Mar-22,14:04,Knet
630-74-5166,Hawally,Normal,Male,Sports and travel,62.13,6,18.639,391.419,31-Mar-22,20:19,Knet
603-07-0961,Aljahra,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,01-Mar-22,11:34,Knet
632-90-0281,Aljahra,Normal,Female,Health and beauty,37.55,10,18.775,394.275,04-Mar-22,20:01,Credit card
559-98-9873,Hawally,Member,Female,Health and beauty,53.65,7,18.7775,394.3275,28-Mar-22,09:30,Credit card
132-32-9879,Farwaniya,Member,Female,Electronic accessories,93.96,4,18.792,394.632,31-Mar-22,18:00,Knet
719-76-3868,Aljahra,Member,Male,Food and beverages,94.26,4,18.852,395.892,11-Mar-22,16:30,Knet
369-82-2676,Farwaniya,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,30-Mar-22,18:22,Knet
749-81-8133,Hawally,Normal,Female,Health and beauty,94.67,4,18.934,397.614,29-Mar-22,12:04,Knet
501-61-1753,Farwaniya,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,30-Mar-22,20:24,Knet
534-53-3526,Hawally,Normal,Female,Sports and travel,94.76,4,18.952,397.992,25-Mar-22,16:06,Credit card
173-82-9529,Farwaniya,Normal,Female,Health and beauty,37.95,10,18.975,398.475,27-Mar-22,14:51,Credit card
595-27-4851,Hawally,Normal,Female,Health and beauty,54.28,7,18.998,398.958,01-Mar-22,18:05,Knet
530-90-9855,Hawally,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,06-Mar-22,14:47,Knet
376-56-3573,Aljahra,Normal,Female,Health and beauty,95.42,4,19.084,400.764,26-Mar-22,13:23,Knet
707-32-7409,Farwaniya,Member,Female,Sports and travel,95.54,4,19.108,401.268,25-Mar-22,11:58,Knet
711-31-1234,Farwaniya,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,23-Mar-22,18:51,Knet
362-58-8315,Aljahra,Normal,Male,Health and beauty,76.52,5,19.13,401.73,30-Mar-22,10:23,Credit card
115-99-4379,Farwaniya,Member,Female,Health and beauty,54.73,7,19.1555,402.2655,30-Mar-22,19:02,Credit card
869-11-3082,Farwaniya,Member,Male,Health and beauty,96.16,4,19.232,403.872,30-Mar-22,20:03,Knet
566-71-1091,Hawally,Normal,Male,Health and beauty,77.02,5,19.255,404.355,16-Mar-22,13:00,Knet
266-20-6657,Aljahra,Member,Male,Food and beverages,55.04,7,19.264,404.544,30-Mar-22,19:39,Knet
374-17-3652,Farwaniya,Member,Female,Food and beverages,42.82,9,19.269,404.649,01-Mar-22,20:00,Knet
726-27-2396,Hawally,Normal,Female,Health and beauty,77.5,5,19.375,406.875,31-Mar-22,20:36,Knet
595-86-2894,Aljahra,Member,Male,Health and beauty,96.98,4,19.396,407.316,26-Mar-22,17:20,Credit card
778-34-2523,Hawally,Member,Female,Electronic accessories,48.62,8,19.448,408.408,01-Mar-22,10:57,Credit card
210-74-9613,Aljahra,Normal,Male,Health and beauty,97.26,4,19.452,408.492,06-Mar-22,15:33,Knet
733-29-1227,Aljahra,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,21-Mar-22,12:41,Knet
276-54-0879,Farwaniya,Normal,Male,Sports and travel,97.74,4,19.548,410.508,09-Mar-22,19:53,Knet
433-75-6987,Farwaniya,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,31-Mar-22,22:00,Knet
200-40-6154,Farwaniya,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,18-Mar-22,11:45,Knet
213-32-1216,Hawally,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,05-Mar-22,16:04,Credit card
183-56-6882,Aljahra,Member,Female,Food and beverages,99.42,4,19.884,417.564,23-Mar-22,10:42,Credit card
548-46-9322,Farwaniya,Normal,Male,Food and beverages,39.9,10,19.95,418.95,02-Mar-22,15:24,Knet
659-36-1684,Aljahra,Member,Male,Sports and travel,57.12,7,19.992,419.832,30-Mar-22,12:02,Knet
316-55-4634,Farwaniya,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,10-Mar-22,12:45,Knet
286-75-7818,Farwaniya,Normal,Male,Health and beauty,69.08,6,6.908,421.388,21-Mar-22,19:48,Knet
807-34-3742,Hawally,Normal,Male,Health and beauty,52.38,8,2.619,421.659,05-Mar-22,19:44,Knet
380-60-5336,Hawally,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,29-Mar-22,18:06,Credit card
139-20-0155,Farwaniya,Member,Male,Electronic accessories,40.3,10,20.15,423.15,30-Mar-22,17:37,Credit card
377-79-7592,Aljahra,Member,Female,Electronic accessories,44.84,9,20.178,423.738,17-Mar-22,14:00,Knet
728-47-9078,Aljahra,Member,Male,Food and beverages,59.59,7,11.918,429.048,19-Mar-22,12:46,Knet
503-07-0930,Aljahra,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,31-Mar-22,19:49,Knet
837-55-7229,Farwaniya,Normal,Female,Health and beauty,47.44,9,2.372,429.332,25-Mar-22,18:19,Knet
834-83-1826,Farwaniya,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,31-Mar-22,17:16,Knet
522-57-8364,Hawally,Member,Male,Health and beauty,51.34,8,20.536,431.256,25-Mar-22,10:00,Credit card
709-58-4068,Farwaniya,Normal,Female,Health and beauty,41.09,10,20.545,431.445,21-Mar-22,14:42,Credit card
420-18-8989,Hawally,Member,Female,Sports and travel,51.52,8,20.608,432.768,18-Mar-22,15:47,Knet
497-37-6538,Hawally,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,30-Mar-22,04:22,Knet
